Id;Name;timeset;Degree;weighted degree;Eccentricity;Closeness;harmonicclosnesscentrality;Betweenness;Modularity Class;Pageranks;componentnumber;clustering;Triangles;Eigen;Country;Political Party
5558;Mojo Mathers;;18;18;11;0.209053;0.220658;0.000505;20;0.000212;0;0.346405;53;0.008992;New Zealand;Green Party
2738;Sylvia-Yvonne Kaufmann;;51;51;9;0.263423;0.28719;0.000504;14;0.000438;0;0.261961;334;0.230334;;
3425;Maurizio Lupi;;9;9;10;0.246505;0.260095;0.000504;7;0.00015;0;0.305556;11;0.005825;;
99;陳超明-阿明哥粉絲團;;18;18;10;0.220427;0.233007;0.000504;19;0.00024;0;0.294118;45;0.008643;;
1407;Mélanie Joly;;50;50;10;0.249514;0.269322;0.000502;18;0.00038;0;0.367347;450;0.104772;Canada;Liberal
4440;Mairead McGuinness MEP;;10;10;10;0.25353;0.273491;0.000501;15;0.000151;0;0.333333;15;0.016954;;
5475;איילת נחמיאס ורבין - Ayelet Nahmias Verbin;;7;7;9;0.211713;0.223446;0.000501;8;0.000115;0;0.428571;9;0.005907;;
4882;Deputado Marcos Rogério;;10;10;10;0.210521;0.225811;0.000501;10;0.000172;0;0.066667;3;0.005144;;
5835;Mendonça Filho;;14;14;10;0.240444;0.256941;0.000499;10;0.000216;0;0.362637;33;0.011916;;
2554;Darcy Byrne;;38;38;9;0.27269;0.293886;0.000496;0;0.000268;0;0.522048;367;0.154365;;
3321;Michael Hart MP;;40;40;10;0.244769;0.261641;0.000495;1;0.000313;0;0.39359;307;0.044003;;
4508;Magnus Heunicke;;21;21;10;0.241635;0.255555;0.000495;12;0.000292;0;0.395238;83;0.014077;Denmark;The Social Democratic Party
3010;Leonardo Gadelha;;5;5;11;0.188662;0.196493;0.000495;19;0.000107;0;0.5;5;0.00138;;
3733;Hector Gutierrez de la Garza;;18;18;11;0.210453;0.223778;0.000493;6;0.000276;0;0.150327;23;0.007578;;
5464;João Gonçalves Pereira;;8;8;10;0.201405;0.211095;0.000493;5;0.000173;0;0.428571;12;0.001922;;
2709;Michael Seufert CDS;;8;8;10;0.201405;0.211095;0.000493;5;0.000173;0;0.428571;12;0.001922;;
4910;אריה מכלוף דרעי Arye Machlouf Dery;;4;4;9;0.204557;0.215203;0.000492;6;0.000068;0;0.333333;2;0.00255;;
4991;Matt Carthy;;4;4;11;0.187316;0.19526;0.000491;22;0.000123;0;0;0;0.000891;;
345;Leung Kwok Hung;;7;7;11;0.183961;0.191223;0.000491;19;0.000159;0;0.095238;2;0.001734;;
5357;Senator Michaelia Cash;;48;48;10;0.25752;0.279412;0.00049;1;0.000371;0;0.39273;443;0.098921;;
1798;Michael Kauch;;12;12;10;0.230923;0.247359;0.00049;15;0.000185;0;0.318182;21;0.010925;Germany;FDP
923;Linda Voortman;;4;4;10;0.194392;0.202887;0.000489;11;0.000096;0;0;0;0.001046;;
4551;Rogério Peninha Mendonça;;27;27;10;0.232184;0.249403;0.000488;10;0.000414;0;0.131054;46;0.014589;;
40;יובל שטייניץ;;6;6;9;0.205489;0.213959;0.000488;4;0.000129;0;0.2;3;0.001667;;
2520;Dr. Peter Liese, MdEP;;37;37;10;0.270244;0.294358;0.000487;16;0.000437;0;0.304805;203;0.075051;;
5191;Helmut Brandt;;16;16;10;0.267685;0.292038;0.000487;16;0.000184;0;0.466667;56;0.061771;Germany;CDU
3840;Rogério Carvalho;;15;15;10;0.233941;0.250089;0.000487;10;0.000223;0;0.295238;31;0.015013;;
1590;Edward O'Donohue MP;;41;41;10;0.251479;0.271252;0.000486;1;0.000306;0;0.563415;462;0.071387;;
4298;Harsimrat Kaur Badal;;4;4;11;0.200244;0.209347;0.000486;17;0.0001;0;0.333333;2;0.00138;;
4740;Kristina Schröder;;28;28;9;0.274056;0.300906;0.000484;16;0.000312;0;0.314815;119;0.092497;Germany;CDU
542;Sylvia Stierstorfer;;5;5;10;0.237611;0.255297;0.000483;7;0.000068;0;0;0;0.008358;;
5394;Bobby Jindal;;7;7;10;0.197479;0.206287;0.000483;23;0.000176;0;0.095238;2;0.00232;;
654;Jeff Merkley;;15;15;9;0.223175;0.233312;0.000482;20;0.000351;0;0.161905;17;0.004568;USA;Democrat
1507;Robert Buckland QC MP;;10;10;9;0.211758;0.225883;0.000482;22;0.000228;0;0.333333;15;0.006926;;
5486;David Stögmüller;;16;16;10;0.239344;0.254069;0.000481;11;0.00023;0;0.225;27;0.009873;;
2203;Stella Creasy;;8;8;9;0.236867;0.248191;0.000481;17;0.000157;0;0.071429;2;0.003336;UK;Labour/Co-operative
4247;Pierre Giguère;;46;46;11;0.21549;0.231429;0.000481;2;0.000389;0;0.457971;474;0.035719;;
3342;Senator David Vitter;;8;8;9;0.199702;0.208937;0.000481;23;0.000204;0;0.142857;4;0.002695;;
4961;Borys Budka;;21;21;11;0.22971;0.245386;0.00048;5;0.000316;0;0.404762;85;0.011362;Poland;Klub Parlamentarny Platforma Obywatelska
4082;Margarida Salomão;;24;24;10;0.227586;0.245536;0.00048;10;0.000327;0;0.358696;99;0.024449;;
976;Karine Elharrar- קארין אלהרר;;16;16;9;0.200871;0.211032;0.00048;4;0.000252;0;0.833333;100;0.006427;;
5899;Dr. Nicole Hoffmeister-Kraut;;43;43;10;0.261974;0.285292;0.000479;16;0.000481;0;0.301218;272;0.087602;;
2312;Shane Jones;;8;8;10;0.222645;0.233159;0.000479;20;0.000106;0;0.107143;3;0.003575;New Zealand;NZ First
5752;Sebastian Czaja;;5;5;11;0.204281;0.215485;0.000479;15;0.000099;0;0.2;2;0.002559;;
3654;Carlos Marun;;8;8;10;0.227358;0.240492;0.000478;10;0.000138;0;0.357143;10;0.004661;;
4208;Casildo Maldaner;;6;6;10;0.210311;0.220965;0.000478;14;0.000104;0;0.466667;7;0.002657;;
5134;K Shanmugam Sc;;7;7;11;0.208957;0.220121;0.000478;2;0.000121;0;0.333333;7;0.003062;;
844;Cora van Nieuwenhuizen;;4;4;9;0.235395;0.245644;0.000477;15;0.000086;0;0.166667;1;0.002501;;
3192;Elizabeth Kikkert MLA;;7;7;10;0.21348;0.225824;0.000475;8;0.000108;0;0.190476;4;0.005965;;
2831;Dorothee Bär, MdB;;37;37;9;0.267213;0.294803;0.000474;16;0.000404;0;0.282282;188;0.106194;;
2960;Alessandra Moretti;;19;19;10;0.244444;0.259807;0.000474;7;0.000269;0;0.22807;39;0.012115;;
3745;Ed Gillespie;;9;9;10;0.195791;0.204758;0.000474;23;0.000245;0;0.166667;6;0.002532;;
1930;Prof. Dr. Wolfgang Reinhart;;34;34;10;0.248842;0.271347;0.000471;16;0.000389;0;0.240642;135;0.058749;;
440;魏明谷;;40;40;10;0.228794;0.244151;0.000471;19;0.000426;0;0.397436;310;0.032851;;
2041;Wilhelm Priesmeier;;91;91;9;0.269014;0.296312;0.00047;14;0.000718;0;0.301587;1235;0.53299;Germany;SPD
2572;Uli Grötsch;;80;80;9;0.268171;0.295539;0.00047;14;0.00063;0;0.376266;1189;0.519677;Germany;Social Democratic Party of Germany
4525;Ulrich Kelber;;60;60;9;0.265066;0.291213;0.00047;14;0.000483;0;0.522599;925;0.476601;Germany;Social Democratic Party of Germany
563;Amir Khadir;;6;6;10;0.217818;0.227983;0.00047;26;0.000094;0;0.333333;5;0.002818;;
4945;Rik Grashoff;;5;5;9;0.208242;0.21876;0.000468;23;0.000114;0;0.1;1;0.002488;;
1196;Tiemo Wölken;;12;12;10;0.244313;0.264423;0.000466;14;0.000101;0;0.19697;13;0.04568;;
3035;Pernille Rosenkrantz-Theil;;32;32;10;0.248569;0.263835;0.000465;12;0.000429;0;0.360887;179;0.022704;Denmark;The Social Democratic Party
3211;Tony Smith MP - Federal Member for Casey;;68;68;10;0.259671;0.28218;0.000463;1;0.000512;0;0.365672;833;0.129172;;
1489;Clemens Teschendorf;;13;13;9;0.246917;0.266047;0.000463;11;0.000138;0;0.128205;10;0.046235;;
4708;George Hilton;;8;8;10;0.217673;0.233247;0.000463;10;0.000138;0;0.071429;2;0.005525;;
100;Ruth Ellen Brosseau;;28;28;10;0.22455;0.238117;0.000462;26;0.000345;0;0.431217;163;0.013175;Canada;NDP
2638;Caio Narcio;;32;32;10;0.239693;0.259599;0.000461;10;0.000468;0;0.237903;118;0.027223;;
3160;Luiza Erundina;;18;18;10;0.230265;0.247008;0.00046;10;0.000261;0;0.27451;42;0.015851;;
2251;Ernesto Sanz;;17;17;10;0.223462;0.23592;0.00046;8;0.000253;0;0.169118;23;0.010359;;
2202;Deb Frecklington MP;;40;40;10;0.242847;0.25979;0.000459;1;0.000316;0;0.380769;297;0.039795;;
194;Átila Lira;;3;3;11;0.206084;0.218829;0.000457;8;0.000061;0;0.333333;1;0.002694;;
1348;Bernd Schlömer;;16;16;10;0.226896;0.241267;0.000456;15;0.000248;0;0.433333;52;0.010845;;
487;吳琪銘;;28;28;11;0.216445;0.230611;0.000456;19;0.000303;0;0.44709;169;0.024269;;
2923;Guy Bourgeois;;9;9;11;0.198062;0.209848;0.000456;2;0.000089;0;0.388889;14;0.0082;;
492;Florian Graf;;30;30;10;0.243598;0.263282;0.000455;16;0.000352;0;0.202299;88;0.036817;;
2515;Annette Sawade, MdB von 2012-2017;;86;86;9;0.266549;0.293083;0.000454;14;0.000679;0;0.295759;1081;0.494005;;
4347;Martin O'Malley;;11;11;10;0.222001;0.231762;0.000454;23;0.00027;0;0.127273;7;0.003349;;
1113;Susanne Cichos;;10;10;10;0.225553;0.242097;0.000453;15;0.000154;0;0.2;9;0.016485;;
695;John Fetterman;;6;6;10;0.241694;0.254826;0.000452;23;0.000137;0;0;0;0.003792;;
559;Mary Fallin;;6;6;9;0.205568;0.216438;0.000452;23;0.000145;0;0.266667;4;0.002547;;
3880;Valdir Raupp;;6;6;11;0.196612;0.20808;0.000451;10;0.000114;0;0;0;0.00268;;
5097;Jean-Christophe Lagarde;;8;8;11;0.23202;0.244513;0.00045;5;0.000138;0;0.5;14;0.005422;France;Union Des Démocrates, Radicaux Et Libéraux
3072;Nadja Weippert;;11;11;10;0.21252;0.226;0.00045;2;0.000097;0;0.581818;32;0.010384;;
1993;Margarita Stolbizer;;5;5;10;0.216231;0.225852;0.000449;8;0.000096;0;0.2;2;0.002124;;
1951;Miguel Romo;;18;18;10;0.227341;0.241345;0.000448;6;0.000264;0;0.398693;61;0.010361;;
4916;Tankred Schipanski;;19;19;10;0.259911;0.282137;0.000447;16;0.000232;0;0.327485;56;0.044103;Germany;Christian Democratic Union
3469;Luděk Niedermayer;;5;5;10;0.234628;0.25312;0.000446;13;0.000105;0;0.4;4;0.009708;;
3754;Jiří Pospíšil;;3;3;10;0.234191;0.252599;0.000446;13;0.000057;0;0.333333;1;0.009325;;
4772;Paulina Ayala;;21;21;10;0.224192;0.23617;0.000446;2;0.000254;0;0.566667;119;0.010684;;
5034;David Morris MP;;4;4;10;0.209334;0.222937;0.000446;22;0.000082;0;0.166667;1;0.004141;;
1203;Tim Aker MEP;;4;4;11;0.183898;0.188962;0.000446;23;0.000155;0;0.333333;2;0.000806;;
3281;Yasmin Fahimi;;114;114;9;0.270183;0.299223;0.000445;14;0.000892;0;0.282875;1822;0.667335;Germany;Social Democratic Party of Germany
2257;Alexander Schweitzer;;23;23;9;0.257419;0.277806;0.000445;14;0.000208;0;0.29249;74;0.120044;;
4768;Vicki Howard;;10;10;10;0.243718;0.257354;0.000445;5;0.000135;0;0.266667;12;0.00761;;
1370;Tarso Genro;;31;31;10;0.240876;0.259623;0.000445;10;0.000439;0;0.28172;131;0.029715;;
1149;Helen Whately;;11;11;10;0.205862;0.220019;0.000444;22;0.000252;0;0.181818;10;0.005842;UK;Conservative
5636;Eva-Maria Voigt-Küppers;;21;21;9;0.250011;0.26908;0.000443;14;0.000192;0;0.404762;85;0.111125;;
1602;Peter Schiefke;;51;51;10;0.24667;0.266679;0.000443;18;0.000391;0;0.428235;546;0.113892;Canada;Liberal
3971;Kátia Abreu;;13;13;9;0.236754;0.251434;0.000443;10;0.000198;0;0.153846;12;0.00977;;
5506;Aristóteles Sandoval;;7;7;11;0.222385;0.236691;0.000443;6;0.000111;0;0.190476;4;0.004954;;
2565;Mark Coure MP;;38;38;10;0.253367;0.272697;0.000441;1;0.000309;0;0.337127;237;0.063495;;
122;Peppe De Cristofaro;;8;8;10;0.212551;0.222649;0.00044;7;0.000144;0;0.178571;5;0.002864;;
733;Marian-Jean Marinescu;;16;16;10;0.263482;0.284715;0.000439;5;0.000224;0;0.283333;34;0.026292;;
1849;Andrew Leigh MP;;72;72;10;0.245022;0.267852;0.000439;0;0.000484;0;0.478873;1224;0.266079;Australia;
1402;Anne Sander;;4;4;10;0.23702;0.249941;0.000438;20;0.000092;0;0;0;0.003406;;
4743;Dana Rohrabacher;;4;4;10;0.195849;0.2039;0.000438;23;0.000107;0;0.166667;1;0.001048;USA;Republican
4547;Renata Briano;;13;13;10;0.242867;0.257571;0.000435;7;0.000195;0;0.179487;14;0.007296;;
628;Lucila Lehmann;;5;5;10;0.237926;0.250723;0.000435;8;0.000083;0;0;0;0.003323;;
2160;Kevin Sorenson;;63;63;10;0.239664;0.260785;0.000434;21;0.000473;0;0.450589;880;0.140532;Canada;Conservative
3163;Gratiela Gavrilescu;;5;5;10;0.203746;0.212636;0.000434;5;0.000093;0;0.2;2;0.00167;;
3486;Daniel Rinkert;;10;10;10;0.235592;0.254015;0.000433;14;0.00012;0;0.155556;7;0.036896;;
1835;Mara Gabrilli;;25;25;10;0.234126;0.250918;0.000433;10;0.000376;0;0.26;78;0.017351;;
177;Sofie Carsten Nielsen;;16;16;10;0.239888;0.252043;0.000432;12;0.000226;0;0.391667;47;0.011455;Denmark;The Social Liberal Party
443;Assis Carvalho;;40;40;10;0.237315;0.255727;0.000431;10;0.000566;0;0.261538;204;0.032727;;
2901;Mario D. Barletta;;13;13;10;0.225794;0.237986;0.000431;8;0.000207;0;0.230769;18;0.008719;;
4815;Senator Nigel Scullion;;44;44;10;0.257543;0.278096;0.00043;1;0.000348;0;0.426004;403;0.086625;;
22;Dariusz Rosati;;18;18;10;0.241595;0.26267;0.000429;5;0.000263;0;0.464052;71;0.018479;;
4555;Theodor Stolojan;;17;17;9;0.269664;0.293291;0.000428;5;0.000233;0;0.294118;40;0.038909;;
2683;Catherine Bearder MEP;;4;4;10;0.244637;0.257925;0.000428;15;0.000085;0;0;0;0.004013;;
952;René Cervera García;;7;7;10;0.220773;0.231014;0.000428;6;0.00014;0;0.190476;4;0.002656;;
5443;Nathan Gill AM MEP;;5;5;11;0.183898;0.189018;0.000428;23;0.000188;0;0.4;4;0.000997;;
4627;Laure de La Raudière. Député d'Eure et Loir.;;17;17;10;0.219795;0.234286;0.000427;21;0.00015;0;0.441176;60;0.031023;;
4673;Philippe Juvin;;9;9;10;0.2449;0.263955;0.000426;5;0.00014;0;0.388889;14;0.015564;;
3957;Lawrence Springborg MP;;35;35;10;0.244071;0.261217;0.000426;1;0.000275;0;0.428571;255;0.044225;;
4196;Μαρία Σπυράκη;;11;11;9;0.259215;0.280965;0.000425;5;0.000166;0;0.2;11;0.027163;;
2979;Jill Hennessy MP;;63;63;10;0.250679;0.272688;0.000425;0;0.000427;0;0.442908;865;0.178793;;
2082;Dr. Stefan Fulst-Blei MdL;;19;19;10;0.245317;0.265983;0.000425;14;0.000164;0;0.438596;75;0.082435;;
1273;Sean Kelly MEP;;10;10;10;0.245971;0.265729;0.000424;15;0.000153;0;0.333333;15;0.013361;;
5295;Nicola Zingaretti;;15;15;10;0.228812;0.240668;0.000424;7;0.000217;0;0.190476;20;0.008274;;
3858;Jon Georg Dale;;4;4;11;0.191171;0.198775;0.000424;5;0.000094;0;0.333333;2;0.001448;;
1245;Dr. Mahamudu Bawumia;;9;9;10;0.237898;0.252677;0.000423;1;0.000087;0;0.222222;8;0.013262;;
721;Erika Kokay;;29;29;10;0.237525;0.255779;0.000423;10;0.000412;0;0.302956;123;0.028431;;
4527;Paco Cienfuegos;;16;16;10;0.226313;0.241829;0.000423;6;0.000224;0;0.333333;40;0.009028;;
3435;זהבה גלאון Zehava Galon;;4;4;9;0.186848;0.193249;0.000423;4;0.000095;0;0.5;3;0.001191;;
3720;Karl-Josef Laumann;;23;23;10;0.257543;0.283275;0.000422;16;0.000264;0;0.391304;99;0.069483;;
63;Philippe Noguès, une voix de gauche;;10;10;10;0.240827;0.256148;0.000422;5;0.000169;0;0.266667;12;0.006983;;
2579;Jörg Geibert;;7;7;10;0.237525;0.255306;0.000422;16;0.00011;0;0.142857;3;0.009613;;
346;Vanessa Grazziotin;;23;23;10;0.235254;0.253073;0.000422;10;0.000328;0;0.27668;70;0.022212;;
423;Donizeti Nogueira;;36;36;10;0.237917;0.256271;0.000421;10;0.000499;0;0.284127;179;0.032415;;
2848;Katrin Staffler;;3;3;10;0.228378;0.245127;0.000421;16;0.00005;0;0.333333;1;0.009122;Germany;Christian Social Union of Bavaria
5639;Antonio Bulhões;;6;6;10;0.213573;0.226788;0.000421;10;0.00011;0;0.066667;1;0.004002;;
475;Liew Chin Tong;;11;11;10;0.163661;0.168824;0.000421;4;0.000262;0;0.272727;15;0.002883;Malaysia;Democratic Action Party
273;Assemblyman Steve Hawley;;5;5;10;0.212819;0.226868;0.00042;10;0.000104;0;0.1;1;0.004038;;
3933;Nicola Caputo;;7;7;10;0.239713;0.254108;0.000419;7;0.000111;0;0.190476;4;0.00513;;
5309;Nouhad Machnouk Official Page;;2;2;10;0.232066;0.248958;0.000419;2;0.000037;0;0;0;0.007118;;
3331;Frank Henkel;;14;14;10;0.246845;0.267976;0.000417;16;0.000172;0;0.373626;34;0.02522;;
1039;Roberto Requião;;13;13;10;0.229594;0.24403;0.000417;10;0.000199;0;0.230769;18;0.009317;;
4020;Rosa Romero Sánchez;;17;17;10;0.248611;0.267403;0.000416;0;0.000129;0;0.492647;67;0.067007;;
5281;Charles Boustany Jr;;4;4;9;0.188085;0.194666;0.000416;23;0.000119;0;0;0;0.000969;;
2009;Roderich Kiesewetter;;34;34;10;0.270938;0.297677;0.000415;16;0.000369;0;0.356506;200;0.110885;Germany;Christian Democratic Union
2944;Godelieve Quisthoudt-Rowohl;;25;25;10;0.260921;0.284696;0.000415;16;0.000299;0;0.396667;119;0.054976;;
1904;Karin Nødgaard;;10;10;10;0.242239;0.257864;0.000415;1;0.000096;0;0.311111;14;0.021542;Denmark;The Danish People's Party
5167;Stéphane Bergeron Verchères;;19;19;11;0.228396;0.243156;0.000415;2;0.000232;0;0.625731;107;0.011828;;
2650;Markéta Pekarová Adamová;;9;9;10;0.202094;0.211621;0.000414;13;0.000212;0;0.333333;12;0.002275;;
5178;Michael Donth MdB;;28;28;10;0.271474;0.297143;0.000411;16;0.000307;0;0.462963;175;0.097545;;
1345;Senator Grant Mitchell;;5;5;10;0.229051;0.243552;0.000411;18;0.000063;0;0.1;1;0.007151;;
1126;Holger Zastrow;;20;20;10;0.226669;0.241367;0.000411;15;0.000307;0;0.342105;65;0.012183;;
2715;Eleonora Bechis;;39;39;11;0.207803;0.22156;0.000411;7;0.00037;0;0.304993;226;0.035422;;
2047;Adam Lipiński;;10;10;11;0.197031;0.205399;0.00041;5;0.000189;0;0.266667;12;0.002701;Poland;Klub Parlamentarny Prawo i Sprawiedliwość
4427;Swen Schulz;;62;62;9;0.263552;0.288893;0.000409;14;0.000501;0;0.392385;742;0.41342;Germany;Social Democratic Party of Germany
3699;Geoff Lee - MP, Seat of Parramatta;;17;17;10;0.248967;0.266556;0.000409;1;0.000153;0;0.492647;67;0.027412;;
5277;Maria Noichl,  SPD-Europaabgeordnete;;39;39;9;0.247393;0.269153;0.000409;14;0.000349;0;0.25641;190;0.133234;;
4920;Jacques Gourde;;74;74;9;0.240034;0.262103;0.000409;21;0.00055;0;0.389856;1053;0.158294;Canada;Conservative
1874;Jesse M. Fullington;;8;8;10;0.202433;0.21153;0.000409;23;0.00021;0;0.285714;8;0.002484;;
5255;Lenín Moreno;;4;4;9;0.200482;0.208663;0.000409;20;0.000096;0;0;0;0.001418;;
108;Jenny Mikakos MP;;50;50;10;0.239198;0.257124;0.000408;0;0.000343;0;0.465306;570;0.098451;;
2421;Todd Young;;6;6;9;0.193115;0.200483;0.000408;23;0.00017;0;0.133333;2;0.001492;USA;Republican
3219;Dr. Dorothee Schlegel;;64;64;9;0.266177;0.291813;0.000407;14;0.000515;0;0.329365;664;0.394815;;
5522;Gabriele Heinisch-Hosek;;12;12;9;0.239198;0.253123;0.000407;11;0.00016;0;0.242424;16;0.017734;;
3151;曾柏瑜;;4;4;11;0.158339;0.163497;0.000407;9;0.000117;0;0;0;0.000738;;
5638;Dr. Karamba Diaby;;82;82;9;0.268928;0.294991;0.000404;14;0.00065;0;0.385426;1280;0.548252;;
5014;Luiz Caetano;;22;22;10;0.224661;0.242288;0.000404;10;0.000317;0;0.372294;86;0.022978;;
4548;Simone Tebet;;8;8;10;0.228396;0.242356;0.000403;10;0.000134;0;0.357143;10;0.005843;;
5626;Grace Fu;;6;6;11;0.199164;0.208442;0.000403;2;0.000124;0;0.466667;7;0.001725;;
2108;CM Madhya Pradesh;;16;16;10;0.217754;0.230279;0.000402;8;0.000221;0;0.541667;65;0.014457;;
4218;Peter McCoy;;5;5;9;0.198708;0.207492;0.000402;23;0.000127;0;0.2;2;0.001712;;
435;Bill Tilley MP;;37;37;11;0.223699;0.240949;0.000401;1;0.000289;0;0.573574;382;0.047949;;
2320;Svenja Schulze;;40;40;9;0.258422;0.280474;0.0004;14;0.000336;0;0.294872;230;0.21234;;
972;Maryse Gaudreault;;9;9;11;0.191761;0.202135;0.000399;2;0.000126;0;0.416667;15;0.006331;;
3398;Rafael Correa;;6;6;10;0.232807;0.242992;0.000398;5;0.000121;0;0;0;0.002159;;
543;Sophie Løhde;;16;16;10;0.219754;0.232176;0.000398;12;0.000222;0;0.433333;52;0.011298;Denmark;The Liberal Party
196;Teresa Kok;;12;12;10;0.163647;0.168866;0.000397;4;0.000284;0;0.318182;21;0.003235;;
4598;Tim Watts MP;;93;93;10;0.250328;0.275942;0.000396;0;0.00062;0;0.399719;1710;0.32587;;
1983;Tim Smith MP - Member for Kew;;43;43;10;0.238185;0.255185;0.000396;1;0.000324;0;0.530454;479;0.069276;;
3440;Roberto Giachetti;;10;10;10;0.228493;0.240594;0.000396;7;0.000147;0;0.2;9;0.00721;;
4728;Hélène Laverdière NPD Laurier/Ste-Marie;;20;20;10;0.22299;0.235014;0.000395;26;0.000262;0;0.473684;90;0.009464;;
2453;Renate Künast;;34;34;9;0.249863;0.272893;0.000393;11;0.000345;0;0.42959;241;0.078912;Germany;Alliance '90/The Greens
4835;Cheryl Gallant;;84;84;9;0.239014;0.26074;0.000393;21;0.00063;0;0.377797;1317;0.174126;Canada;Conservative
3556;João Campos;;13;13;9;0.237525;0.252511;0.000393;10;0.000201;0;0.358974;28;0.011448;;
1553;Caroline Flint MP;;7;7;9;0.225312;0.234812;0.000393;17;0.000135;0;0.190476;4;0.002564;;
1025;Peter Dutton;;51;51;10;0.255925;0.2777;0.000392;1;0.000393;0;0.343529;438;0.097589;Australia;Liberal Party
5461;Jean Lambert MEP;;12;12;10;0.233321;0.248832;0.000392;11;0.000171;0;0.227273;15;0.009348;;
876;Nikki Boyd MP;;55;55;10;0.252037;0.27529;0.00039;0;0.000375;0;0.476768;708;0.162264;Australia;
3593;Peggy Nash;;30;30;10;0.221876;0.235177;0.00039;26;0.000379;0;0.418391;182;0.013316;;
3822;立法委員 黃國昌;;7;7;10;0.221037;0.231903;0.00039;19;0.000092;0;0.238095;5;0.006353;;
3441;Kerstin Westphal;;41;41;9;0.263224;0.285311;0.000389;14;0.000355;0;0.264634;217;0.140742;;
447;Christel Voßbeck-Kayser;;7;7;10;0.242627;0.262182;0.000389;16;0.000093;0;0.380952;8;0.015911;Germany;CDU
1880;Vernon Pérez Rubio Artee;;7;7;11;0.207781;0.217952;0.000389;6;0.000122;0;0.380952;8;0.003174;;
3949;Scott Walker;;9;9;9;0.206171;0.216858;0.000389;23;0.000219;0;0.222222;8;0.003732;;
4889;Sven Petke;;10;10;10;0.249283;0.267975;0.000388;16;0.000135;0;0.222222;10;0.019331;;
3140;Sam Dastyari;;54;54;10;0.244972;0.266433;0.000388;0;0.000368;0;0.503843;721;0.204978;Australia;Australian Labor Party
2245;李慶元;;6;6;10;0.21839;0.232369;0.000387;10;0.00009;0;0.133333;2;0.004749;;
472;Mark Mitchell MP;;15;15;11;0.218252;0.230782;0.000387;25;0.000175;0;0.552381;58;0.009676;;
4232;Jörg Leichtfried;;13;13;9;0.251747;0.269263;0.000386;11;0.000165;0;0.166667;13;0.031424;;
2583;Fernando Collor;;8;8;10;0.216826;0.231062;0.000386;10;0.000133;0;0.178571;5;0.0074;;
3162;Tim Pallas;;51;51;10;0.252555;0.274616;0.000385;0;0.000345;0;0.497255;634;0.144831;;
3202;Conceicao Sampaio;;11;11;11;0.203185;0.216771;0.000385;10;0.000187;0;0.109091;6;0.004933;;
341;蘇浩 Anthony So;;4;4;11;0.190604;0.199359;0.000385;19;0.000074;0;0.166667;1;0.003379;;
5378;Inese Vaidere;;7;7;9;0.267988;0.290538;0.000384;16;0.000095;0;0.238095;5;0.032663;;
1384;Ernst Kopp;;18;18;10;0.244061;0.264424;0.000384;14;0.000157;0;0.464052;71;0.074521;;
4362;Daniel Wesener;;10;10;10;0.2398;0.253405;0.000384;5;0.000168;0;0.177778;8;0.007327;;
2236;Susana dos Santos Herrmann, MdL;;7;7;10;0.231947;0.250569;0.000384;14;0.000067;0;0.190476;4;0.028038;;
1363;Louis Plamondon;;7;7;10;0.220443;0.232816;0.000382;2;0.000087;0;0.47619;10;0.006755;Canada;Bloc Québécois
5421;Storch Heinar;;34;34;10;0.250244;0.270774;0.000381;14;0.000287;0;0.358289;201;0.211565;;
1266;Christian Poll;;6;6;11;0.201508;0.209584;0.00038;12;0.000117;0;0.333333;5;0.001645;Denmark;The Alternative
3607;Joachim Brudziński;;8;8;11;0.196992;0.205117;0.00038;5;0.000155;0;0.25;7;0.002136;Poland;Klub Parlamentarny Prawo i Sprawiedliwość
2858;Elena Valenciano;;6;6;9;0.25052;0.266313;0.000379;5;0.000097;0;0.333333;5;0.01634;Spain;PSOE
3474;Pia Kjærsgaard;;17;17;10;0.240748;0.253388;0.000379;12;0.000236;0;0.286765;39;0.010866;Denmark;The Danish People's Party
3399;Rui Costa;;29;29;10;0.228105;0.246571;0.000379;10;0.000413;0;0.310345;126;0.025308;;
5350;Robin Walker MP;;7;7;10;0.215781;0.229663;0.000379;22;0.00016;0;0.238095;5;0.005006;;
1679;Vicentinho Alves;;3;3;11;0.201776;0.212637;0.000379;5;0.000073;0;0;0;0.001363;;
3317;Pru Goward;;23;23;10;0.245818;0.261473;0.000378;1;0.000206;0;0.351779;89;0.020756;;
181;Arvind Kejriwal;;4;4;10;0.180295;0.186008;0.000378;17;0.000107;0;0;0;0.000962;;
2642;Daniela Aiuto;;22;22;10;0.232788;0.247054;0.000377;7;0.0002;0;0.493506;114;0.024478;;
1342;Milan Zver;;8;8;10;0.2459;0.265763;0.000376;16;0.000124;0;0.321429;9;0.016172;;
3925;Armin Laschet;;39;39;10;0.244728;0.267814;0.000376;16;0.000454;0;0.186235;138;0.064066;;
1517;Norbert Röttgen;;27;27;9;0.268195;0.294866;0.000375;16;0.000293;0;0.270655;95;0.116959;Germany;Christian Democratic Union
5420;Ann Sudmalis MP, Federal Member for Gilmore;;39;39;10;0.249325;0.268462;0.000375;1;0.000308;0;0.40081;297;0.075507;;
5881;Antonio Tajani;;6;6;10;0.236271;0.249554;0.000374;5;0.000094;0;0.133333;2;0.005975;;
1810;Arnaldo Jordy;;10;10;10;0.214169;0.22883;0.000374;10;0.00016;0;0.177778;8;0.006691;;
