id;name
1118;Karlheinz Kopf
3604;Françoise Grossetête
3971;Kátia Abreu
1234;Aníbal Acevedo Vilá
3416;Edivaldo Holanda Junior
1411;Andrew Barnhill for North Carolina
1991;David Penchyna
2250;Dennis Nusser
1120;Victoria Atkins
2109;Martin Whitfield MP
4141;Deputado Federal Arthur Lira
5247;João Leite
735;管碧玲 (kuanbiling)
3467;Mette Hjermind Dencker
2313;Artis Pabriks
4990;Björn Franken
102;Mauricio Osorio Domínguez
597;Constance Le Grip
3951;Roberto Robaina
3838;Jewell Jones for State Representative
1582;Jason Woodforth - Former MP For Nudgee
3796;Siv Jensen
372;André Fufuca
5042;Dilek Kolat
3907;Rainer Hable
5781;Nina Scheer
5593;Adam Afriyie
4704;Steve McCabe MP
3448;Stéphane Lauzon
3922;Ken Paxton
799;Chon Orihuela
766;Senator Chris Ketter
839;Simone Morgado
1672;Adrián Rubalcava Suárez
665;Andy Richards for South Barwon
3777;Winfried Hermann
5004;Roberto Tripoli
3454;Manohar Lal
4771;Rep. Andrew O. Brenner
2228;Reinaldo Azambuja
844;Cora van Nieuwenhuizen
1761;John Hathaway
3841;Norbert Kartmann
5794;Anne Kuik
5254;Annette Lehmann
5613;Danny Freymark
1785;Llew O'Brien MP
1934;Richard Bartsch
1646;Julio Garro
5649;Jaime Andrade - IL State Representative
5875;Doug Robinson
2635;Colbert Martins Filho
3388;Søren Pape Poulsen
365;Christoph Dohmen
3959;Ron Johnson
197;Jesper Würtzen
2471;陳志全議員（慢必）專頁
554;Usman Dar
1587;Florent Marcellesi
671;Sam Hibbins
2833;Marga Durán Cladera
2336;Jorge Bittar
2284;Florica Chereches
1839;Nora Berra
3119;Xavier García Albiol
2378;Ronaldo Benedet
1108;Fernando Holiday
5646;Tomáš Prouza
3791;Stephen Paul MdL
1103;Floriano Pesaro
1061;Martin Shields, Member of Parliament
399;Trine Bramsen
1606;Emmi Zeulner
3703;Alberto Esquer
584;Marie-George Buffet
3208;Esteban Penayo
2784;徐志榮
4919;Nicole Langer
4213;Congresswoman Sheila Jackson Lee
3529;Ben Sasse
3532;Christine Jones
1474;Martin Schulz
5858;Sarah Newton
1176;Samy Gemayel
1017;Johannes Fechner
1396;Tony Pasin MP
5287;Renata Polverini
861;Zeca Cavalcanti
77;Peter Kraus
151;Ismail Omar Guelleh
3297;MP Gord Brown
1810;Arnaldo Jordy
3588;Anthony Byrne
2937;Phil Hogan
5894;Simon Harris TD
2256;Thomas Hacker
443;Assis Carvalho
3735;Esra Limbacher
2382;Wilfred Madius Tangau
227;Mayor Matt Burnett
2641;Margrethe Vestager
1146;Stuart McDonald MP
5855;Anthony Albanese MP
3065;ზაზა გაბუნია საქართველოს პარლამენტის წევრი / Zaza Gabunia MP
115;Sharon Hodgson
5338;Marinha Raupp
2548;蔣萬安
2556;Richard Harrington
2601;Irajá Abreu
5505;Ralph Lenkert
742;Christian Hartmann
3148;Enda Kenny
2883;Heike Taubert
750;Kate Young
4;Philippe Couillard
3786;Christophe Lacroix
453;Eva Nassif
4597;Nursel Aydoğan
2031;James Gray
1910;Deputada Maria Helena
4156;Warren Entsch MP
2472;Frans Timmermans
3344;Gianni Pittella
3078;Reinhold  Mitterlehner
2479;Siân Berry
3595;Deputado Federal Sérgio Moraes
4401;Hasip Kaplan
4394;Vytenis Andriukaitis
5635;Karina Gould
4283;Nadeem Farooq
3699;Geoff Lee - MP, Seat of Parramatta
4049;Mike Capuano
4198;Christof Rasche
4151;Dr.Indira Hridayesh
3764;Rosane Ferreira
4013;Jovair Arantes
2817;Senator Dean Smith
1744;Gavin Newsom
3165;Александар Вучић
2867;Anne Chain-Larché
2242;Michele Dell'Orco
3200;David Elliott MP
5495;Arne Lietz, SPD
938;Elvira Drobinski-Weiß
2194;Ganesh Singh
83;Uwe Schünemann MdL
928;Adam Szejnfeld
1895;John Vanthof, Timiskaming-Cochrane
1679;Vicentinho Alves
5400;Heráclito Fortes
2674;Ramón Luis Nieves
4679;Ramona Pop
3043;Leni Breymaier
1317;Julian Sturdy MP
5067;Luciano Cartaxo
5614;Jan Huitema - Europarlementariër VVD
1811;Wolfgang Tiefensee
2616;M Venkaiah Naidu
1123;Hans Wilhelm Reiners
466;Tammy Baldwin
4224;Nikolaj Amstrup
4426;Rodrigo Rollemberg
5038;Carole Poirier
4636;Alejandro Guevara Cobos
2032;Omar Alghabra
4260;Oberbürgermeister Peter Feldmann
4800;Jake Raburn
3616;Chris Sununu
1834;Jennifer Beck
2259;Elena Fattori Senato M5S
47;Royston Smith MP
937;Ken Wyatt
3749;Neto Robinson Terán
5032;Antonio Carlos Biffi
1289;Gereon Wolters
3381;Maurício Quintella Lessa
256;Michael Müller
3424;Anna Ascani
1052;Representative Ed Thompson
2942;Steven Marshall
2376;Erion Veliaj
2152;Kheira Bouziane
418;Renata Abreu
5316;Rep. Cedric Richmond
2678;Baleia Rossi
3251;Cadan ap Tomos
2026;Wolfgang Aldag
457;Milan Štěch
2560;Astrid Mannes
4891;Miguel Ángel Yunes Linares
3191;Franz Schnabl
5407;Dr. Mahathir bin Mohamad
4046;Bernardo Rossi
2879;Carsten Linnemann
659;Hauke Jagau
3013;Dep Pr Jefferson Campos
568;Luke Howarth
3281;Yasmin Fahimi
822;Klaus Stöttner
1756;Ralf Kapschack
4852;Liliana Madrigal Méndez
4829;Christel Schaldemose
4877;Ronaldo Caiado
2452;Miguel Pizarro
5455;Joe Kelly MP
4296;Russ Hiebert
4018;Fernando Yunes Márquez
441;Marian Wendt
5608;Colin Brooks
4748;Theo Clarke
3872;Alexandra Hiersemann MdL
305;Stephen Fuhr CD MP
4473;Rand Paul
5066;Elisabeth Morin-Chartier
85;Paulo Foletto
3101;עפר שלח - Ofer Shelah
2853;Tan Chuan-Jin
2358;Joachim Schuster
5195;Thomas Spies
5424;Martin Rivoir
2473;Johan Vande Lanotte
334;Matteo Orfini
3576;Angela Merkel
4315;Helmut Holter
2423;刘镇东
5530;Andre Carson
4728;Hélène Laverdière NPD Laurier/Ste-Marie
5545;Jarrod Bleijie MP
2686;Mark Takai for Hawaii
3930;楊實秋
2622;Frédéric Lefebvre
2592;שמעון סולומון
3183;Paloma Guillén
3743;鄭文燦
1740;Olivier Faure
4715;Pedro Pablo Kuczynski
99;陳超明-阿明哥粉絲團
4641;Councillor Jared Cassidy
2527;Josh Bull MP for Sunbury
5607;David Burrowes
738;Deputado Chico Lopes
3242;Joanne Ryan MP
3442;Raghubar Das
3726;Manlio Fabio Beltrones Rivera
4565;Stuart Nash MP
4947;Bill Weld
4965;Balthasar Glättli
4164;Mick Murray
4645;Councillor Krista Adams
5689;노회찬
5564;André Moura
1065;Yannick Jadot
4092;Martín Sabbatella
3721;Jean-Denis Girard
2278;Josef Muchitsch
2480;Kordula Schulz-Asche
4697;Omar Fayad
5790;Walter Nussel MdL
3138;Marine Brenier
2095;Delegate Marcus B. Simon
5308;Jo Haylen
3829;Jens Löw
1874;Jesse M. Fullington
3983;Dave MacKenzie
1459;Henna Virkkunen
4475;Margarita Zavala
3357;Brad Wall
1634;Alfred Sauter
4805;Marco Antonio Bernal
2393;Peter Meiwald, Bündnis 90/Die Grünen
1964;Laurent Baumel
2494;Норовын Алтанхуяг
4908;David Collado
143;Louise Schack Elholm
3276;Manon Massé
4127;David Earl Williams III
2502;Alex Salmond
4093;Didem Engin
1142;Senator Sue Lines
4059;Maciej Łopiński
4808;Αντώνης Σαμαράς /  Antonis Samaras
160;Alex Nuttall MP
4960;Liam Byrne
5151;Annalena Baerbock
4024;宋楚瑜找朋友
4285;Peter Hofelich
3025;Marco Weber, MdL
630;María Eugenia Vidal
1612;Mieczysław Augustyn Senator RP
2731;Laura Bottici - Movimento 5 Stelle
4444;Michael Frieser
3333;Kapil Sibal
202;Katja Suding
4726;Alejandro García Padilla
2028;Elisa Lilita Carrió
3784;Angela McArdle
1662;陳建仁 Chen Chien-Jen
2249;Gai Brodtmann
3554;Csárdi Antal
4464;Matthias Heider
1657;Benito Gama
1986;Alexander Radwan
845;Cathay Wagantall, M.P.
145;Agnieszka Kołacz-Leszczyńska
2931;Dr. Inge Gräßle
5461;Jean Lambert MEP
3104;Bacelar
1674;Ute Meiers
5398;Tia Eron
2068;Andrä Rupprechter
4372;Martin Plíšek TOP 09
5708;Daniel Dalton MEP
1946;Silke Launert
4204;Stefan Kämmerling - SPD
1237;Piero Fassino
529;Sadiq Khan
5302;Nia Griffith
631;Davi Alcolumbre
1528;Pat McGuire, State Senator
2579;Jörg Geibert
3889;Sérgio Souza
5275;Nico Wehnemann (DER Politiker)
1167;Don Huffines
5797;Hubertus Heil
3919;Stanisław Karczewski
2831;Dorothee Bär, MdB
2343;Alfredo Cornejo
2754;Les Jones
285;Danny O'Donnell
1131;Massimiliano Salini
1423;Dennis Robertson SNP
342;Stuart Donaldson
1764;Rathika Sitsabaiesan
2027;Brandon Lewis
715;David B. Hanson
273;Assemblyman Steve Hawley
2857;Ramón Luis Cruz Burgos
1385;Eleni Petinos MP
2710;Bill Schuette
4815;Senator Nigel Scullion
5752;Sebastian Czaja
4016;Marc Miller
1328;Stuart Ayres
3953;Councilman Jim Wood
3335;Christian Flisek
3273;Angela Pitt - Airdrie MLA
2820;Paul Calandra
2093;Jeremy Hunt
158;Axel  Fischer
1135;Flor Ayala
1669;Iracema Portella
4592;Salahuddin Rabbani
3867;Werner Kogler
1084;Senator Richard J. Ross
2964;Rodrigo Medina
1604;Piter Robledo
1879;Teo Ho Pin
1345;Senator Grant Mitchell
2092;Joe Courtney for Congress
1427;Albert Stegemann
416;Ernst Dieter Rossmann
4089;Mateo Isern
1797;Bob Saroya, MP
3181;Jorge Fernández Díaz
1282;Jude Perera
5332;Darin LaHood
3646;Michael Cramer
5678;Karen Andrews MP
223;Tancredi Turco
437;Marcio Bittar
534;Morten Løkkegaard
2477;Vicente Fox Quesada
60;Craig Kelly
1815;Cidinho Santos
2186;Tulip Siddiq
4305;Carlos Navarrete Ruíz
4571;Kateřina Konečná
5747;Albert Rupprecht
2828;Mark Gerretsen
362;Stanislav Polčák
5052;Horst Seehofer
627;Senador Raimundo Lira
2154;Sonia Sidhu
872;Deputado Federal José Humberto - Legislatura 2011/2014
1062;Christian Lange
4281;Kevin McCormick
931;Bonifácio Andrada
4562;Dr Lisa Cameron MP  East Kilbride, Strathaven & Lesmahagow
394;Anders Samuelsen
4497;Eugenio Govea
5804;Aluisio Mendes
4931;Jasbir Sandhu
4287;Dalva Figueiredo
1236;Arthur Oliveira Maia
3370;Martina Dlabajová
5582;Karl Lauterbach
4531;Rafael Motta
4332;Monica Mæland
2752;Iqra Khalid
2252;Holger Schou Rasmussen
1261;V Muraleedharan
2728;John Erskine for the Highlands and Islands
5734;Cathy McLeod MP Kamloops Thompson Cariboo
5010;Cathy McMorris Rodgers
1478;Sybille Benning
3936;Elena Bastidas
1789;Jean-Pierre Decool
1747;Ingbert Liebing
3481;Federico Vargas Rodríguez
3049;Andreas Steier
5139;Beata Szydło
5253;Laurent GRANDGUILLAUME
2889;Alejandro Etienne
777;Nicolas Marceau
2607;Heinz K. Becker
1853;Brigitte Zypries
2035;Simon Ramsay MP
2943;林智堅
5064;Kelly Ellis
4432;Jonathan Edwards - Plaid Cymru
3223;Tino Schopf
1468;Requião Filho
5262;Rachida Dati
2088;Gabriela Michetti
2921;Graham Watson MEP
657;Iara Bernardi
5249;Henrik Sass Larsen
1025;Peter Dutton
1601;David Rachline
980;Don Brown MP
347;Panos Kammenos
5178;Michael Donth MdB
1417;Fatma Şahin
5428;Samantha Dunn MP
456;Maik Beermann
1114;Gérard Deprez / Député européen du groupe ADLE
833;Ryan Zinke
1209;Andrea Stullich
5050;Robert F. Martin
4849;Peter Beyer
5494;Bernadette Jordan
1902;Benjamin Grimm
3048;Ted Cruz
2596;Theresa Villiers
4875;Santi Fisas
1567;Jose Stedile II
4407;Ana Perugini
4869;Apoio a Sérgio Cabral
4118;Ulrich Commerçon
4003;Thomas Mann MEP
345;Leung Kwok Hung
3271;Bohuslav Sobotka
1203;Tim Aker MEP
1116;Renán Barrera Concha
3900;David Lidington
907;Dr. Christoph Bergner
2412;Harjit Sajjan
478;Tim Loughton MP
4711;Reiner Haseloff
5436;Marc-Philippe Daubresse
5334;Tom Cotton
2387;Francine Charbonneau
5104;Susann Rüthrich SPD
5055;Josh Frydenberg
4724;Valadares Filho
812;Brad Trost
3434;Andi Mailath
3074;Shinjiro Koizumi
1428;Senator Gabrielle McFadden
1814;Fabio De Masi
4257;ASF Bundesvorstand
3617;Tobias Hans
4125;Mirella Liuzzi - Portavoce M5S
4244;Jati Sidhu
2161;Paola Nugnes Cittadina al Senato con il  M5S
2830;Michal Biran | מיכל בירן
776;Ronaldo Zulke
615;Mustapha Khalfi
5712;Vincenzo De Luca
3196;Pat Breen
2503;Miloš Vystrčil
4379;Florian Rentsch
4493;Stephen Metcalfe
3768;John Pesutto MP Member for Hawthorn
5060;Jens Brandenburg
4616;Miguel Lifschitz
118;Barbara Keeley
1083;Irene Mathyssen
4511;李進勇
2961;王定宇
2980;Jorge Boeira
3847;Miguel Castro Reynoso
5769;Priyanca Radhakrishnan
3607;Joachim Brudziński
5095;Zeca do PT
3111;Siemtje Möller MdB
3525;Gaetano Quagliariello
3659;Sean Kyne TD
1624;Herbert Woerlein
4193;Brad Battin MP
3671;Matt McEachan
4465;黎敬瑋 Lai King Wai
692;Michael Cooper
5197;José Carlos Aleluia
3194;Henner Schmidt
57;Bronisław Komorowski
1143;Christofer Fjellner
4976;Ann Kirkpatrick
1019;Carol Shea-Porter
3517;Claire Baker MSP
1285;Kalraj Mishra
1881;Christoph Bernstiel
5890;Julian Brazier
3910;Juan Pablo Arenaza
505;Jyrki Katainen
454;Nicolas Dupont-Aignan
4558;Silvia Breher
3246;Michal Kučera
4400;Tommy Sheppard MP
3960;Kwanza Hall
219;Monika Lazar
2426;Francis Scarpaleggia
1532;Andreia Zito
3162;Tim Pallas
1862;Liza Harvey MLA
1258;Gérard Collomb
4656;Marc Blondin MdL
4710;Ivan Jakovčić
3882;Marko Cortés
1216;Chico Leite
283;René Mendívil
5286;Alfonso Prat-Gay
5181;José Pimentel
896;Philippe Courard
3069;Pier Luigi Bersani
59;Ramkarpal Singh
3998;Mark Spencer
4502;Dr. Baburam Bhattarai
1346;Barbara Loth
2355;Hubert Hüppe
860;Annette King of Rongotai
1182;João Fernando Coutinho
2945;Lincoln Chafee
4803;David Perdue
5160;Paolo Coppola
5625;Ben Lobb
2344;Karel Schwarzenberg
4265;Sascha Binder
911;Gary Blackwood MP
4683;Andreas Pitsillides
2747;Ronaldo Nogueira
600;Elie Aboud
2643;Alexandre Valle
5483;Navdeep Bains
5518;Catiuscia Marini
1753;Dr. Boris Weirauch MdL
1957;Hayri İnönü
713;Lucy Frazer
5624;Giorgi Kvirikashvili
1923;Benoist APPARU
2338;Mark Eyking M.P.
4888;Richard Burden MP
997;Erik Marquardt
1529;林宜瑾
2240;Lloyd Longfield
371;Rodger Cuzner
5354;José María Figueres Olsen
5243;陳世凱
3144;Ministerpräsident Stephan Weil
4085;Cyd Ho 何秀蘭
1163;Magno Malta
3840;Rogério Carvalho
5313;Annie Genevard
4470;Peter Simon
5824;Volkan Baran MdL
2983;Peter Habel
5677;Sara Paglini
3367;Rick Wilson
2072;Jane Prentice
2386;Pamela Goldsmith-Jones
905;Gerald Loacker
1513;Viviane Reding
1230;Jean-François Lisée
4996;Axel Knoerig
1020;Triny Vaca
1031;Jens Niklaus
5740;Steeve Briois
4694;Anthony Housefather
2740;Douglas Chapman MP
1487;Teresa Piotrowska
4841;Raul Pont
4039;Markus Grübel
2422;Ginette Petitpas Taylor
1433;Carlos Minc
4289;František Laudát
1503;Deputado Toninho Wandscheer
2332;Marco González Valdez
4577;Stefano Fassina
623;Franz Josef Pschierer
3404;Stefan Schostok
4254;Anna Wasilewska
1162;Patrick Grady, MP for Glasgow North
4009;Acir Gurgacz
4375;Torbjörn Kartes
5811;Angus MacNeil MP Na h-Eileanan an Iar
2510;盧秀燕
2069;David Davies MP
2500;Manja Schüle
1307;余宛如
5170;Maguito Vilela
2995;Joe Donnelly
3472;José Núñez-Melo
4355;Enrique Reina
1896;James Brokenshire
508;Dr Shane Reti MP
4323;Luke Hartsuyker MP
39;Carla Ruocco
1701;Regina Sousa
5063;Jeppe Bruus
4650;A. Donald McEachin
4809;張國柱
4294;Wolfgang Sobotka
130;Kristy Debono
4734;Steven Paterson SNP
1706;Özlem Özen
3022;Norbert Barthle
1688;Homero Aguirre Enríquez
435;Bill Tilley MP
4237;Dr. Tina Pannes
1875;Thomas Danielsen
3019;Norbert Geis, Rechtsanwalt
3282;Denise Köcke
5706;Ing. Aquiles Córdova Morán
4175;Adam Bandt
4200;Bea Diallo
1383;Pablo Zalba Bidegain
2273;Chris Penk
5454;Ricardo Lagos
3091;Beatrice Lorenzin
2524;Cathy O'Toole MP
3109;Enrique Serrano
3371;Dr Julia Reid - MEP UKIP
5502;Peter Katsambanis - Liberal Member for Hillarys
1404;Alexander Saipa
2713;Senator Helen Polley
3625;Pier Paolo Baretta
4640;Andrew Stephenson MP
1033;Rob Oliphant
632;Jakob Engel-Schmidt
1750;Michel SAVIN, Sénateur de l'Isère
916;Sue Bernal
2342;Marco Zullo
5525;Florian Post
237;פנינה תמנו- שטה
4846;Gaétan Lelièvre
269;Dame Caroline Spelman MP
2132;Manfred Pentz
4211;Steffi Lemke
524;Florian Braun
4029;Eneko Goia
3860;Salvatore Iacolino
821;Daniel Sieveke MdL
4824;Vinod Tawde
1947;Pascal Bérubé
5851;William Samoei Ruto
649;Cornel Popa
4880;Raymond Walk
1336;Salahuddin Ayub
4195;Sebastian Steineke
3628;Marion Gentges
3785;Michael Grosse-Brömer
4202;Donna Petrovich
5427;Wasny de Roure
4544;Bob Casey
5741;Miguel Haddad
2108;CM Madhya Pradesh
5279;Jerzy Buzek
44;Brett Hudson MP
3127;Laura Boldrini
2680;Ameya Pawar
1105;Arne Boelt
5631;Chris Collins
2367;Michael Rüter
2005;Florian Nöll
1655;Tasmina Ahmed-Sheikh
4492;Marjorie Decker
5429;Jean Kuhlmann
2078;Seema Kennedy
2267;Seybah Dagoma
2204;Patricio Di Stefano
731;Shobha Karandlaje
4910;אריה מכלוף דרעי Arye Machlouf Dery
5802;Cornelia Möhring
2790;Steve Daines
2520;Dr. Peter Liese, MdEP
218;Amran Hussain
5651;Mary Ann Lisanti
3379;Afzal Khan MP
1192;Shabana Mahmood
3003;Lawrence Costa MLA: Member for Arafura
4388;Mendes Thame
210;Wolfgang Hellmich
1332;Ramiro Tagliaferro
1854;Marco Schmitz MdL
3820;Azeez Rahim
4056;Lojze Peterle
5020;Neil Findlay MSP
2241;Mimi Walters
4409;Sean Fraser
4807;Marco Pannella
5675;Cory Bernardi
4974;Christian Lindner
3266;Ute Bertram
3149;Jo Churchill
4566;Philippe Close
4914;Lily D'Ambrosio MP
1825;Kerstin Tack
253;Luke Foley
485;Tania González Peñas
2198;Alderman Van Johnson
2082;Dr. Stefan Fulst-Blei MdL
249;מייקל אורן Michael Oren
3803;Dushyant Chautala
2693;Michelle Thomson
3396;Cayo Lara
4714;Lim Kit Siang (林吉祥)
3312;Nilson Leitão
1043;Carsten Schneider
316;Filippo Gallinella
5828;Jean Leonetti
3365;Timon Gremmels
3016;Andrea Leadsom MP
2531;Louis MICHEL
1269;Nick Hækkerup
82;Luis Alberto Villarreal
3398;Rafael Correa
1936;林岱樺
270;Delegado Francischini
2182;Paul Eagle MP
590;Mah Siew Keong
4619;Luc Chatel
3020;Paul Ziemiak
4242;Omar Perotti
3482;Małgorzata Sadurska
2904;Seb Dance MEP
2051;Curtis Pitt MP
5584;Maxime Bernier
921;Tim Kaine
3009;Jason Wood
3964;Laura Puppato
5294;Brian Fincheltub
3228;Tonio Fenech
5831;Greg Hands
1638;Senador Valadares
1353;Jamie Schmale, MP
2294;Georg Niedermühlbichler
5565;Troy Grant
3629;Patrick Rohmann
5229;Joanna Augustynowska
1306;Segundo Cernadas
4572;Judith Gerlach, MdL
1950;Cauê Macris
4993;Marek Krząkała
2144;Gabriel Rufián Romero
4949;Thierry Mariani
1522;Congressman Joe Barton
2433;Maggie De Block
2508;Beatriz Sánchez
112;Dilma Rousseff
4783;Orlando Silva
2522;Marcelo Aro
5391;Grant Robertson
2815;Bernard Généreux
415;Petra Sitte
3658;Bernd Siebert - Mitglied des Bundestages
4620;宋瑋莉
1189;Elizabeth Truss
354;Hansjörg Schmidt
1039;Roberto Requião
2030;Joanna Fabisiak
4479;Enrico Corongiu
5320;Hildo Rocha
2803;Sozar Subari
3537;Kristian Jensen
2290;Senator Nick McKim
2146;Alev Korun
4004;Omar Rivero
3466;Jorge Milton Capitanich
4612;George A. Papandreou
3209;Ben Howlett
1027;Andrea Vallascas
1422;Michael Gerdes
3037;Pierre Breton
4576;Enrico Berlinguer
1583;Malena Massa
4015;Joanna Kluzik-Rostkowska
3302;Elise Stefanik
5853;Dulce Miranda
1091;David McAllister
5737;Mark Taylor MP - Member for Seven Hills
5722;Pedro Pablo Treviño
5727;Osmar Terra
818;Lutz Lienenkämper MdL
3146;Roger Williams
5376;Christian Goiny, MdA
2977;Nunzia de Girolamo
1805;Nils Schmid
2128;Peter Winter
3880;Valdir Raupp
824;Levan Varshalomidze
3643;House DFL Leader Melissa Hortman
3363;Andrea Nahles
5062;Manfred Haimbuchner
787;Bekim Ҫollaku
2865;Artur Bisneto
3429;Simon Millman MLA
3673;Cat Smith MP
1204;Marianna Madia
4146;Senador Paulo Paim
4256;Özgür Özel
5449;Reimer Böge
4302;Chantal Jouanno
4022;Daniel Rugholm
9;Mark Lancaster
991;Marco Furfaro
4530;Marcos Peña
2602;Franz Josef Strauß
3188;Flick Drummond
4924;Mick de Brenni for Springwood
45;Arash Derambarsh
5663;Gabrielle Lemieux
956;Alfonso Elías Serrano
5315;Armando Vergílio
5667;Jaime Perelló
1575;Tessa Jowell
2892;Pat Deering
199;His Highness Sheikh Mohammed bin Rashid Al Maktoum
2749;Christian Winklmeier
5182;Patrícia Bezerra
1516;Albert Rivera
1455;Sophie Kiwala
4201;Lord Mayor of Brisbane - Graham Quirk
232;George P. Bush
5536;蘇貞昌
3348;Carlos Eduardo Cadoca
5259;Deputado Júlio Campos
4191;Ada Lucia De Cesaris
3774;Glenn Hegar
3656;Freddy Guevara Cortez
3894;Paulo Teixeira
5902;Senator Michelle Benson
4384;Ronaldo Martins
2052;Siegfried Lorek
2626;Canan Bayram
660;Sylvia Pinel
5702;María Dolores Del Río
2918;Dr. Ute Eiling-Hütig, MdL
430;Paulo Câmara
189;Dr. Jens Katzek
2714;Gerhard Kleinböck
2315;Florencia Lopez
1642;Stefan Ebner
3231;Sergio Lo Giudice
950;Michelle Donelan MP
3615;Jean-Marc Ayrault
4627;Laure de La Raudière. Député d'Eure et Loir.
490;郭國文
5102;Peter Tomaschko, MdL
4102;Mikheil Saakashvili
4525;Ulrich Kelber
843;Παύλος Πολάκης / Pavlos Polakis
3090;Álvaro Uribe Vélez
2147;Heike Wermer
321;עודד פורר - Oded Forer
4810;Maree Edwards MP
452;Marina Sant'Anna
4973;Frank Kupfer
3124;Геннадій Зубко
231;Margot Wallström
5186;Declan Clausen
1166;Cláudia Monteiro de Aguiar
5137;Rolf Mützenich
5664;Joan Burton
1465;Brendon Grylls
251;ირაკლი კობახიძე / Irakli Kobakhidze
3974;Rainer Thiel
1614;Clive Efford
1914;Delegado Eder Mauro
313;Anna Krupka
1710;Sylvia Pantel
1565;Congressman G. K. Butterfield
1945;Sean Duffy
3311;Jorge Viana
5163;Jens Geier
393;Paul Rübig
1085;Jens P. Meyer
3008;Sir Peter Bottomley MP
3060;Walter Tocci
1782;Ofir Akunis - אופיר אקוניס
5668;Børge Brende
2609;Arturo Scotto
5094;Jochen Ritter
4820;Rushanara Ali
4068;Tom Tugendhat
4094;Artur Mas
2225;Matt Hancock
3137;Chris Van Hollen
868;Mike Gallagher
1267;James Shaw MP
4536;Hiram Torres
4357;Jon Tester
2247;Dr. Mahesh Sharma
95;Christophe Castaner
370;Jasmina Hostert
3117;Tim Wilson - Federal Liberal Member for Goldstein
4986;Thiago Peixoto
2339;Zed Seselja
1200;Danielle Rowley MP for Midlothian
2655;Wellington Roberto
4107;Karmenu Vella
2974;Labour in Pakuranga
5842;Pedro Cunha Lima
277;Stefan Kaufmann
2696;Martyn Day MP
412;Arnold Viersen
3392;Iulian Dumitrescu
4584;Andreas Zakostelsky
1937;Jenniffer González Colón
1730;Simonetta Rubinato
3350;Abdullah Gül
2832;謝志忠　幫您講話
5202;Emma McBride MP, Federal Member for Dobell
1343;Christophe Béchu
2675;Gagan Sikand
1110;Bertel Haarder
4034;Hans-Joachim Schabedoth
4247;Pierre Giguère
320;Danilo Forte
3491;Jens Spahn
1493;賴瑞隆
499;Tom Koenigs
3413;Meka Whaitiri MP
4174;Steven Woolfe MEP
4507;Dominique Estrosi Sassone
93;Jeff Seeney MP, Member for Callide
4600;Dean Heller
4069;Jayne Cowan
16;Brandon Creighton
1393;Sebastian Brehm
3843;Homero Niño de Rivera
4463;Jimmy Jairala
2218;Arlindo Chinaglia
4007;Niclas Bekker Poulsen
4538;Alberto Zolezzi - Movimento 5 Stelle
104;Brendan Boyle
5862;Stanisław Jurcewicz
224;Kula Segaran
4314;Anna Kinberg Batra
889;Raj Grewal
5317;Joe Biden
2199;Roberto Morassut
2550;Tawakkol Karman
5450;Eva Lawler MLA: Member for Drysdale
3571;Arnaud Leroy
3483;Miguel Coelho
4154;Professor Israel
156;Angela Albino
2461;Brendan Ryan TD
4634;Daniel Almeida
4322;Debbie Stabenow
3444;Vijay Goel
585;Deputado Vinícius Gurgel
5768;Jim Murphy
2498;Denis Ducarme
5653;Christoph Meyer
4819;Mike Pence
3547;Ingo Wellenreuther
4918;Diane Finley
974;劉建國
2496;John Spellar
2825;洪秀柱
5282;Yasemin ÖNEY CANKURTARAN
3813;Claudia Beamish
3229;David Davis MP
5026;Carsten Kühl
2771;蕭美琴
2243;Reginaldo Lopes
4564;Deputato Ivan Catalano
686;Marilyn Gladu, MP
2928;Earl Dreeshen
1068;Peter Rahbæk Juel
2085;台北市議員徐弘庭
3563;Silvana Covatti
4559;Michel Magras
3298;Ettore Rosato
5116;吳宜臻
5514;Omar De Marchi
5252;Amama Mbabazi
3440;Roberto Giachetti
449;Ravneet Singh Bittu
3564;Osvaldo Reis
5024;Nicolas Ducote
1569;趙天麟
2370;State Representative Greta Johnson
2131;Chris Alexander
996;Jackson Barreto
3963;Ciro Nogueira
5698;Pilar del Castillo
4351;João Lyra
5392;Arkadiusz Myrcha
4666;Maria Cantwell
3819;Helen Mc Entee
71;Governor Jan Brewer
4978;Aaron Harper MP
4901;Ulla Schmidt
975;Kishan Reddy Gangapuram
3885;Carolyn Bennett
3624;Michał Boni
1407;Mélanie Joly
1793;Andreas Schwab
5241;Ulrike Rodust
1917;Virginio Merola
1769;Teo Nie Ching (张念群)
5776;Juani Ustarroz
4498;Matt Thistlethwaite MP
2180;Kinga Gajewska
1686;Jan Stöß
768;Paul Pinsky
1049;Troels Lund Poulsen
139;Richard Acuña N.
2155;Nathan Cullen
2793;Ewald Schurer
400;Steffen Kanitz
5184;Heinrich Rudrof
513;Winfried Kretschmann
124;Kathleen Lynch
1997;Richard Merlini Député de La Prairie
3701;Linda Fabiani MSP for East Kilbride
5511;Marco Buschmann
4393;Orlando Morando
1871;Stephan Kühn MdB
1981;Mohammad Sarwar
3978;Dr. Roy Kühne
4227;Véronyque Tremblay
1359;Ben Wyatt
5680;Mohamed Nasheed (Anni)
5731;Jane Nelson
1458;Henrique Fontana
5784;Jean-Michel Baylet
2388;Sandra Frauenberger
