Id;Label
4825;Silvana Giudici
3208;Esteban Penayo
3910;Juan Pablo Arenaza
2048;Iván Kerr
2073;Eduardo Macchiavelli
2145;Alejandro Finocchiaro
2463;Brando Benifei
134;Soledad Acuña
2698;Mauricio Macri
2846;Jaime Nebot
93;Jeff Seeney MP, Member for Callide
522;Mark McArdle MP
4337;Dale Last - Member for Burdekin
700;Scott Buchholz
757;Steve Dickson
1122;Dr David Gillespie MP
5545;Jarrod Bleijie MP
1761;John Hathaway
3644;John-Paul Langbroek
3080;Ken O'Dowd MP
3356;Jann Stuckey
5678;Karen Andrews MP
5533;Andrew Cripps MP
4217;Bert van Manen MP
4323;Luke Hartsuyker MP
3944;Cr Andrew Wines
3957;Lawrence Springborg MP
5188;Steve Minnikin MP
2425;Michael Trout
5019;Matt Trace
2933;Tony Perrett
3603;Ross Vasta MP
4754;Cr Ryan Murphy
133;Barnaby Joyce
4201;Lord Mayor of Brisbane - Graham Quirk
1059;Stephen Bennett MP
5240;Trevor Watts
1582;Jason Woodforth - Former MP For Nudgee
5324;Matthew Bourke
1573;Rob Molhoek MP
4079;Mayor Tom Tate
2673;Mark Boothman MP, for Theodore
3185;Scott Emerson
94;Gavin Shuker MP
1575;Tessa Jowell
1594;Julian Ware-Lane
529;Sadiq Khan
2841;Rachel Reeves
2253;Vernon Coaker
2371;Ed Miliband
1347;Mary Creagh
4099;Liz Kendall
3457;Clive Lewis MP
1989;Jon Cruddas
2993;Yvette Cooper MP
95;Christophe Castaner
4419;Eoghan Murphy
5894;Simon Harris TD
3819;Helen Mc Entee
3148;Enda Kenny
573;Richard Bruton TD
5823;Paschal Donohoe
4256;Özgür Özel
793;Ali Kılıç
3988;Sezgin Tanrıkulu
2181;Murat Hazinedar
4317;Selin Sayek Böke
5335;Abdelmalek Sellal - عبد الـمالك سلال
1510;Veli Ağbaba
4292;Gamze Akkuş İlgezdi
379;Alper Taşdelen
3580;Pinheiro Senador
97;曹嘉豪
3187;鄭正鈐
4382;費鴻泰（阿力克司）
4390;劉美芳
2961;王定宇
2606;顏寬恒
5074;王金平
1283;薛呈懿 Hsueh ChengYi
4930;張錦昆
5362;立法委員鄭汝芬
571;林佳龍
4863;連勝文
103;葉宜津
2548;蔣萬安
3930;楊實秋
4288;馬英九
3318;桃園市議員 張肇良-人文.開創.生命力
4024;宋楚瑜找朋友
3097;微笑香蕉-黃香菽
3660;朱立倫
5501;桃園市議長邱奕勝
3184;江惠貞
2788;Tim Richardson
729;Rebecca White MP
1719;Anne Aly
5202;Emma McBride MP, Federal Member for Dobell
4549;Nina Springle, MP
3789;Senator Anne Urquhart
4197;Rachel Stephen-Smith MLA
5089;Simon Curtis - Campaigning for Labor in La Trobe
1558;Ross Hart MP
1475;Hugh McDermott MP: State Member for Prospect
848;Milton Dick MP
121;Senator Carol Brown
506;Hillary for Iowa
1868;顏秋月
4020;Rosa Romero Sánchez
3929;Peter Tinley AM
676;Susan Lamb MP Longman
2554;Darcy Byrne
2555;Lisa Chesters MP
3242;Joanne Ryan MP
1684;Bilkay Öney
885;Andrew Giles MP
1976;Danny Pearson MP for Essendon
3309;Shaoquett Moselmane MLC
5145;Senator Catryna Bilyk
3769;Jerry Nadler
5681;Winfried Bausback
1687;David Jolly
432;Anne Stanley MP
3327;Madeleine Ogilvie MP
4438;Mick Gentleman MLA
3694;Emma Husar MP
3817;Wade Noonan MP
1996;Senator Jacinta Collins
2600;Meryl Swanson MP
802;Simone McGurk MLA
5893;Bill Johnston MLA
4727;Baktash Siawash
5621;Natalie Suleyman MP
4175;Adam Bandt
99;陳超明-阿明哥粉絲團
2076;立法委員 林麗蟬
2633;林德福
2825;洪秀柱
2784;徐志榮
3626;高金素梅(吉娃斯．阿麗)
414;李彥秀
1759;立委 陳怡潔 Chen Yi-Chieh
2091;楊麗環
5459;立法委員林為洲
4506;許毓仁
1212;許淑華
4343;馬文君
5468;Linda Duncan
1764;Rathika Sitsabaiesan
2087;Anne Minh Thu Quach
1331;Niki Ashton
1551;Matthew Kellway
5724;Rosane Doré Lefebvre
2258;Mike Sullivan
4931;Jasbir Sandhu
3472;José Núñez-Melo
3800;Malcolm Allen
5376;Christian Goiny, MdA
2155;Nathan Cullen
1083;Irene Mathyssen
2289;Dan Harris
153;Murray Rankin
101;Manuel Hagel
1930;Prof. Dr. Wolfgang Reinhart
2725;Thomas Bareiß
5346;Hans-Joachim Fuchtel
4692;Guido Wolf
3831;Ronja Kemmer
5796;Waldemar Westermayer
102;Mauricio Osorio Domínguez
5068;Angelo Vanhoni
1529;林宜瑾
5611;蔡其昌
3743;鄭文燦
642;登真-邱議瑩
104;Brendan Boyle
3073;Eric Swalwell
2428;School Director Shae Ashe
2349;Nancy Pelosi
105;Paolo De Castro
106;Mara Mucci
107;Ileana Argentin
3486;Daniel Rinkert
3476;Edoardo Fanucci
2702;Marlene Kairouz MP
479;Natalie Hutchins MP
2585;Sharon Knight
4856;Cesar Melhem MP
2745;Judith Couacaud Graley
2171;Harriet Shing MP
3195;Ros Spence
5608;Colin Brooks
2916;Lisa Neville MP
897;Jaclyn Symes
899;Shaun Leane MP
2540;Christine Couzens MP
1621;Maria Vamvakinou MP
3256;Nick Staikos MP
5599;John Eren MP
2363;Darrell Samson
361;Bob Nault
2166;Gudie Hutchings
3512;Alaina Lockhart, MP
1018;Geoff Regan
1680;Jane Philpott
4932;Don Rusnak Member of Parliament
4775;TJ Harvey, MP
2021;Peter Fonseca MP
110;Mayor Ginger Nelson
111;Ryszard Wilczyński
112;Dilma Rousseff
4082;Margarida Salomão
2218;Arlindo Chinaglia
3172;Jorge Taiana
2876;Otto Alencar
3259;Assis do Couto
1724;Odair Cunha
3894;Paulo Teixeira
2007;Eudes Xavier
4359;Deputado Fernando Ferro
4030;Tasso Jereissati
1256;Alistair Darling
1546;Deputado Marcon
5181;José Pimentel
5095;Zeca do PT
1639;Padre João PT
4545;deputado federal Rodrigo de Castro
835;Fernando Pimentel
493;Romero Jucá
1458;Henrique Fontana
4841;Raul Pont
639;Benedita da Silva
741;Maria Grazia Rocchi
657;Iara Bernardi
1933;Erik Lauritzen
1461;Ana Rita Esgario
4397;Rubens Otoni
646;Clarens Renois
4009;Acir Gurgacz
1171;Inácio Arruda
293;Roberto Góes
5194;Odorico Monteiro
749;Zeca Dirceu
4561;Vicente Cândido
5196;Rejane Dias
2138;Paulão
1374;Lula
1365;Celso Pansera
1467;Olívio Dutra
2142;Waldenor Pereira
5645;Tião Viana
1275;Amauri Teixeira
116;Kirsten Brosbøl
1367;Deputado José Guimarães
4935;Merlong Solano
5115;Michael Bennet
5014;Luiz Caetano
2243;Reginaldo Lopes
1370;Tarso Genro
4767;Bernd Rützel
2624;Humberto Costa
3921;Deputado Estadual Rogério Correia
3288;Rui Falcão
2724;County Supervisor Eddie Cullen
4634;Daniel Almeida
5658;Alfredo Nascimento
2336;Jorge Bittar
672;Alessandro Molon
4776;Iriny Lopes
3840;Rogério Carvalho
1870;Eliseu Padilha
5662;陳雙全
839;Simone Morgado
4116;Deputado Federal Vicentinho
4672;Aldo Rebelo
5032;Antonio Carlos Biffi
4307;ACM Neto
5665;Leo de Brito
423;Donizeti Nogueira
4783;Orlando Silva
2924;Teresa Surita
4951;Luciana Santos
3941;Bjarne Laustsen
4913;Aldo Schneider
3564;Osvaldo Reis
3667;Gleisi Hoffmann
2835;Doutor Rosinha
2557;Deputado Federal Ságuas Moraes
1133;Miguel Corrêa
4316;Cristina Fernandez de Kirchner
3399;Rui Costa
4131;Geraldo Simões
3221;Ricardo Coutinho
1208;Leonardo Monteiro
4581;Ana Paula Lima
5861;Amy Klobuchar
3310;Adelmo Carneiro Leão
3311;Jorge Viana
2416;Renildo Calheiros
1223;Luciane Carminatti
4241;Jader Barbalho
5774;Pepe Vargas
4140;Blairo Maggi
2971;Adalberto Cavalcanti
2366;Deputado Hiran Gonçalves
2665;Marcelo Miranda
4886;Vereador Reimont
2573;Jean Wyllys
3416;Edivaldo Holanda Junior
156;Angela Albino
4249;Roberto Rocha
346;Vanessa Grazziotin
5690;Nilmário Miranda
443;Assis Carvalho
882;Zezinho Albuquerque
5426;Jaques Wagner
4021;José Mentor
4708;George Hilton
2583;Fernando Collor
3783;Chico D'Angelo
452;Marina Sant'Anna
710;Carlos Fávaro
5427;Wasny de Roure
1815;Cidinho Santos
892;Juca Ferreira
1068;Peter Rahbæk Juel
5099;Lindbergh Farias
1822;Gladys Berejiklian
813;Fátima Bezerra
168;Dr. Thomas Schäfer
1625;Décio Lima
1433;Carlos Minc
2589;Luiz Fernando Pezão
5252;Amama Mbabazi
978;Poseł Jakub Rutnicki
721;Erika Kokay
4723;Deputado Zé Carlos
1243;Domingos Neto
4621;Michelle Bachelet
4753;Jandira Feghali
273;Assemblyman Steve Hawley
1833;Tenente Lúcio
5804;Aluisio Mendes
4077;Luiz Sérgio
5892;Heuler Cruvinel
4176;Nelson Pelegrino
113;Dagmar Ziegler MdB
1902;Benjamin Grimm
1400;Aydan Özoguz
2500;Manja Schüle
3281;Yasmin Fahimi
4418;Erik Stohn
4257;ASF Bundesvorstand
5069;Andrea Wicklein
4180;Barbara Hendricks
189;Dr. Jens Katzek
3110;Lothar Binding
3223;Tino Schopf
1766;Dr. Daniela De Ridder
195;Axel Schäfer
1641;Heidtrud Henn
3487;Dietmar Woidke
4041;Susanne Melior
5421;Storch Heinar
2515;Annette Sawade, MdB von 2012-2017
1758;Burkhard Blienert
5638;Dr. Karamba Diaby
1651;Alexander Brockmeier
5726;Klaus Mindrup
2617;Uli Freese
2535;Gilmar Bender
2619;Johannes Kahrs
1773;Stefan Zierke
4602;Katja Mast
5709;Hannes Walter
1968;Stephen Ruebsam
4972;Heike Baehrens
114;John Woodcock MP
2932;Peter Kyle MP
3379;Afzal Khan MP
115;Sharon Hodgson
3977;Jeremy Corbyn
118;Barbara Keeley
4096;Tom Watson
3763;Rasmus Horn Langhoff
2327;Astrid Krag
2693;Michelle Thomson
5127;Jesper Petersen
3014;Benny Engelbrecht
4508;Magnus Heunicke
4829;Christel Schaldemose
4836;Christian Rabjerg Madsen
4107;Karmenu Vella
117;Will Brownsberger
520;Katherine Clark
119;Lorenz Caffier
2579;Jörg Geibert
2591;Karin Strenz, MdB
2956;Peter Stein, Bundestagsabgeordneter
120;Deidre Brock MP
616;Richard Arkless for Dumfries & Galloway
4400;Tommy Sheppard MP
4482;Nicola Sturgeon
1373;Brian Mitchell Federal MP for Lyons
3747;Michelle O'Byrne MP
122;Peppe De Cristofaro
794;Massimo Zedda
3725;Alessia Petraglia
5656;Massimiliano Smeriglio
2089;Rogério Lins
123;Metin Hakverdi
2173;Svenja Stadler
354;Hansjörg Schmidt
3335;Christian Flisek
2512;Cansel Kiziltepe
1711;Andreas Schwarz
4406;Matthias Bartke
2041;Wilhelm Priesmeier
1017;Johannes Fechner
3007;Jens Zimmermann
124;Kathleen Lynch
5664;Joan Burton
501;Arthur Spring
125;Jody Wilson-Raybould
1093;Sean Casey
2412;Harjit Sajjan
5046;Larry Bagnell
1768;Judy Foote
4718;Joyce Murray
2321;Dan Ruimy MP
1538;Dan Vandal
3914;Doug Eyolfson
1248;Terry Beech, MP
5907;John Dramani Mahama
126;Kristian Thulesen Dahl
570;Sebastiano Barbanti
2891;Jeppe Jakobsen
4338;Dennis Flydtkjær
3388;Søren Pape Poulsen
2941;Joachim Stamp
4402;Lise Bech - Dansk Folkeparti
1115;Peter Skaarup
3035;Pernille Rosenkrantz-Theil
2571;Martin Henriksen
3474;Pia Kjærsgaard
1904;Karin Nødgaard
3502;Jagmeet Singh
1716;Kennedy Stewart
5106;David Christopherson
128;Florian Toncar
1666;Marcel Aulila
5273;Marcel Klinge
2938;Felix Fischer
5060;Jens Brandenburg
4974;Christian Lindner
3235;Hans-Peter Semmler
29;Benjamin Strasser
3224;Christian Steffen-Stiehl
2050;Christian Jung
855;Alexander Kulitz
1477;Tassilo Richter
129;Thalatha Atukorale
474;Sajith Premadasa
2811;Ranil Wickremesinghe
130;Kristy Debono
557;Alan Abela-Wadge
1704;David Agius
3719;Simon Busuttil
605;Joe Mizzi
4729;David Casa
131;Sergio Casas
3931;Daniel Scioli
2315;Florencia Lopez
132;Bodo Ramelow
4315;Helmut Holter
5307;Christian Hirte
1731;Katja Kipping
2883;Heike Taubert
1800;Simone Peter
1846;Hannes Rockenbauch
549;Wulf Gallert
2255;Dietmar Bartsch
2970;Carmen DAN
3178;Jutta Krellmann
1268;Caren Lay
1141;Diana Golze
1774;Matthias Höhn
221;Karin Binder, MdB
4123;Bernd Riexinger
788;Gérard Larcher
2867;Anne Chain-Larché
3975;Bruno Retailleau
3006;Metiria Turei MP
2292;Julie Anne Genter MP
5578;Natalie Bennett - Green Party candidate for Sheffield Central
3748;Marama Davidson MP
4637;Gareth Hughes MP
2479;Siân Berry
1267;James Shaw MP
135;Valdis Dombrovskis
690;Marianne Thyssen
505;Jyrki Katainen
137;Ch. Birender Singh
136;Alex Zeyer
524;Florian Braun
3617;Tobias Hans
5628;Klaus Bouillon
3020;Paul Ziemiak
3680;Rainer Wieland
1932;Patrick Schnieder
1689;Thomas Jarzombek
771;Johannes Steiniger
4988;Romina Plonsker
2691;Mario Voigt
5643;Peter Altmaier
598;Hermann Gröhe
2646;Nadine Schön
2346;Corina Cretu
1938;Neven Mimica
4394;Vytenis Andriukaitis
5227;Violeta Bulc
2472;Frans Timmermans
2937;Phil Hogan
2641;Margrethe Vestager
4033;Brent Hampstead for Glass House
139;Richard Acuña N.
4715;Pedro Pablo Kuczynski
5669;César Acuña
843;Παύλος Πολάκης / Pavlos Polakis
1078;Dimitris Tzanakopoulos - Δημήτρης Τζανακόπουλος
1499;Ralph Northam
141;Ali Atalan
4401;Hasip Kaplan
212;Figen Yüksekdağ
142;Dave Brat
3745;Ed Gillespie
1681;Rob Wittman
2590;Bryce Reeves
143;Louise Schack Elholm
4177;Eva Kjer Hansen
3351;Martin Geertsen
1111;Karsten Lauritzen
3189;Claus Hjort Frederiksen
5739;Inger Støjberg
543;Sophie Løhde
632;Jakob Engel-Schmidt
4812;Hans Andersen
4582;Merete Riisager
1875;Thomas Danielsen
1887;Mai Mercado
1616;Erling Bonnesen
259;Michael Aastrup Jensen
1049;Troels Lund Poulsen
854;Simon Emil Ammitzbøll
2033;Karen Jespersen
1292;Jacob Jensen
769;Lars Løkke Rasmussen
5018;Zenia Stampe
3555;Hans Christian Schmidt
3558;Simon Kollerup
3537;Kristian Jensen
962;Torsten Schack Pedersen
534;Morten Løkkegaard
3934;Lars Chr. Lilleholt
4074;Ulla Tørnæs
2454;Ellen Trane Nørby
2495;Dimitri Legasse
1110;Bertel Haarder
394;Anders Samuelsen
144;Goodluck Jonathan
356;Muhammadu Buhari
145;Agnieszka Kołacz-Leszczyńska
146;Imran Khan (official)
5058;Shah Mehmood Qureshi
4543;Pakistan Tehreek-e-Insaf
2634;Kim Wells MP
4940;Roosevelt Skerrit
3093;Dr. Arif Alvi
604;Asad Umar
1981;Mohammad Sarwar
554;Usman Dar
1087;Chris Bittle M.P.
1254;Jennifer O'Connell
5090;Marwan Tabbara, Member of Parliament
1918;Michael Levitt MP
1090;Anthony Rota
2989;Julie Dzerowicz
3717;Darshan Kang MP
4087;Colin Fraser
2309;Peter Fragiskatos
2996;Jean-Yves Duclos
2311;Wayne Long
4747;Ruby Sahota
385;Greg Fergus
2314;Kirsty Duncan
2032;Omar Alghabra
3448;Stéphane Lauzon
4752;Jim Carr
1185;Terry Duguid
5827;Yasmin Ratansi
2426;Francis Scarpaleggia
4474;Nathaniel Erskine-Smith
750;Kate Young
2807;Francesco Sorbara
2235;Celina Caesar-Chavannes
2240;Lloyd Longfield
2621;Bardish Chagger
298;Steven MacKinnon
2338;Mark Eyking M.P.
580;David de Burgh Graham
4042;Andy Fillmore
3458;Ken McDonald
305;Stephen Fuhr CD MP
2154;Sonia Sidhu
4661;Bob Bratina
2911;Filomena Tassi
1570;Bill Morneau
1483;Frank Baylis
5477;François-Philippe Champagne
4120;Marc Garneau
2165;Raj Saini
2262;David McGuinty
2828;Mark Gerretsen
4409;Sean Fraser
1037;Arif Virani
986;Terry Sheehan
1196;Tiemo Wölken
2834;Mike Bossio
1548;William Amos - Pontiac
1550;Pat Finnigan
1202;Robert-Falcon Ouellette
3567;Bill Casey
5490;Pablo Rodriguez
2269;Adam Vaughan
607;Nick Whalen
468;Randy Boissonnault
350;Julie Dabrusin
3220;Kent Hehr
791;Lawrence MacAulay
469;Shaun Chen
1304;Darren Fisher
3674;Yves Robillard
5494;Bernadette Jordan
2563;Sven Spengemann
5049;Ralph Goodale
1407;Mélanie Joly
3132;Ron McKinnon MP
2365;Dominic LeBlanc
4423;Carla Qualtrough
1051;Wayne Easter
2183;Francis Drouin
4319;Chandra Arya
4694;Anthony Housefather
3313;Chrystia Freeland
3412;Karen McCrimmon
5149;Borys Wrzesnewskyj
2752;Iqra Khalid
5234;Geng Tan - Member of Parliament
3492;Scott Simms
5561;Neil Ellis
5592;Ali Ehsassi - Member of Parliament
4968;Deb Schulte
1219;Ken Hardie - MP, Fleetwood-Port Kells
3688;Ramesh Sangha, MP
5635;Karina Gould
5329;Judy Sgro
889;Raj Grewal
5071;Sherry Romanado, députée/MP
891;Randeep S. Sarai
544;Rémi Massé
3505;Ramez Ayoub, député fédéral TDB
3698;Bryan May
2506;Patty Hajdu
2058;Kamal Khera
1239;Brenda Shanahan, Députée
3976;René Arseneault
5799;Angelo G. Iacono
4067;Joël Lightbound
1154;Linda Lapointe
3339;Kyle Peterson
4352;Salma Zahid
5246;Andrew Leslie
2975;Joe Peschisolido
178;Scott Brison
4244;Jati Sidhu
906;Maryam Monsef
371;Rodger Cuzner
148;Dagoberto Nogueira
149;Tom Reed
5631;Chris Collins
150;Klaus Adelt
1086;Annette Karl, MdL
1163;Magno Malta
3872;Alexandra Hiersemann MdL
3848;Anette Kramme
3100;Martina Fehlner, MdL
1624;Herbert Woerlein
5159;Werner Widuckel
3801;Markus Rinderspacher
3055;Georg Rosenthal
5213;Petra Ernstberger, SPD
4160;Florian Pronold
4135;Thorsten Schäfer-Gümbel
4378;Natascha Kohnen
231;Margot Wallström
3539;Fritz Felgentreu
1014;Andy Slaughter
3004;John Healey MP
4061;Franziska Giffey
152;Wee Ka Siong 魏家祥
2954;Friends of BN - Barisan Nasional
948;Dato' Chai Kim Sen 蔡金星
656;Randall Garrison
5156;Marta Grande
4538;Alberto Zolezzi - Movimento 5 Stelle
2465;Tatiana Basilio
4216;Luca Frusone
655;Virginia Raggi
5693;Emanuela Corda M5S
185;Paul Goldsmith
2054;Kanwaljit Singh Bakshi
3835;Stan Sakamoto
2381;Nicky Wagner
508;Dr Shane Reti MP
1006;Nathan Guy
1263;Stephen Harper
1928;Juan Manuel Santos - Presidente
171;Parmjeet Parmar MP
315;David Bennett MP
5848;Jonathan Stickland
179;Louise Staley MP
2541;Rubens Pereira Jr
909;Davidson Magalhães
1929;Deputada Carmen Zanotto
3348;Carlos Eduardo Cadoca
738;Deputado Chico Lopes
157;Margaret Quirk MLA
4852;Liliana Madrigal Méndez
4165;Dr. Tony Buti MLA
4435;Emily Hamilton MLA
158;Axel  Fischer
277;Stefan Kaufmann
4740;Kristina Schröder
490;郭國文
4459;Rüdiger Kruse
3147;Dr. Thomas Feist
2776;Alfredo ANTONIOZZI
1210;Kordula Kovac
5772;Dr. Joachim Pfeiffer
159;Jeremy Lefroy
160;Alex Nuttall MP
1061;Martin Shields, Member of Parliament
748;Tony Clement
4414;John Brassard - MP for Barrie-Innisfil
3595;Deputado Federal Sérgio Moraes
5584;Maxime Bernier
922;Senator Linda Frum
4835;Cheryl Gallant
2060;Rona Ambrose
1429;Chris Warkentin
2417;John Barlow, MP Foothills
1456;François Asselineau
1340;Andrew Scheer
2815;Bernard Généreux
5560;Ted Falk
1372;Pat Perkins
4071;Alupa Clarke
873;Kellie Leitch
4920;Jacques Gourde
4766;Patrick Brown
1249;Dan Albas
5417;Dr. Robert Kitchen, MP
161;Ellen Sandell
5860;Senator Janet Rice
1252;Eugenie Sage MP
5428;Samantha Dunn MP
3136;Lisa O'Malley MLA
4448;Sue Pennicuik, MP
2290;Senator Nick McKim
4950;David Shoebridge
2055;Colleen Hartland, MP
671;Sam Hibbins
1903;Mark Parnell MLC
2805;Greg Barber, MP
1070;Tamara Smith, MP
3504;Senator Richard Di Natale
163;Dara Murphy
1273;Sean Kelly MEP
2419;Simon Coveney
1357;Dr. Hermann Otto Solms
2397;Deirdre Clune MEP
3739;Jerry Buttimer
164;Tadeu Alencar
5400;Heráclito Fortes
320;Danilo Forte
3648;Fernando Bezerra Coelho
165;Rachael Harder, MP
5285;Peter MacKay
5572;Guy Lauzon
2330;Blaine Calkins
3258;David Yurdiga
5305;Kerry Diotte
419;Tom Lukiwski
3523;Dave Van Kesteren MP Chatham-Kent Leamington
4918;Diane Finley
4036;Laurie Hawn
2131;Chris Alexander
5119;Bev Shipley
812;Brad Trost
3357;Brad Wall
3752;Scott Reid, MP
4158;Phil McColeman
4159;Peter Kent
674;Hon. Candice Bergen, MP
1791;Edinho Silva
1797;Bob Saroya, MP
1409;Alice Wong
1386;James Rajotte, MP for Edmonton-Leduc
5538;Mike Lake
5615;Lisa Raitt
918;Brian Jean
3530;David Anderson, Cypress Hills - Grasslands
5543;Senator Denise Batters
4354;Todd Doherty, MP
5900;Pierre Poilievre
4872;Mark Warawa
5692;Erin O'Toole
2928;Earl Dreeshen
166;Robert von Olberg
1092;Christina Kampmann
2320;Svenja Schulze
930;עמר בר-לב - Omer Barlev
3911;João Leão
4146;Senador Paulo Paim
3402;Stefan Grüttner
4915;José Narro Robles
253;Luke Foley
140;Justine Elliot MP
4943;Chris Hayes MP
3662;Prasad Panda
1637;Ricardo Anaya Cortés
4921;Fidel Demédicis Hidalgo
4014;Henri Guaino
3882;Marko Cortés
4297;Daniel Ávila Ruiz
172;José Luis Gioja
3545;Dr. Carsten Brodesser
3815;Ruperto Godoy
2002;Sergio Uñac
983;Roberto Basualdo
173;Jürgen Coße
2906;Thomas Hitschler
2083;André Stinka
4090;Ulrich Hampel
5661;Edelgard Bulmahn
2298;Bärbel Kofler
1053;Dagmar Freitag, Mitglied des Deutschen Bundestages
516;Lars Klingbeil
1709;Dr. Ilja-Kristin Seewald
1970;Johanna Uekermann
175;Volker Ullrich
4274;Ilse Aigner
5178;Michael Donth MdB
3354;Katrin Albsteiger
3896;Albert Füracker, MdL
4861;Cajus Caesar
1986;Alexander Radwan
4635;Thomas Kufen
383;Mechthild Heil
3088;Katja Leikert
1736;Thorsten Frei
3266;Ute Bertram
1517;Norbert Röttgen
4339;Maria Flachsbarth
4195;Sebastian Steineke
3268;Elisabeth Motschmann MdB
1921;Andrea Lindholz
3270;Dr. Mathias Middelberg, MdB
5191;Helmut Brandt
4917;Markus Ferber
1747;Ingbert Liebing
2139;Uwe Feiler
3101;עפר שלח - Ofer Shelah
4849;Peter Beyer
1946;Silke Launert
3641;Dr. Stefan Heck
2153;Anton Hofreiter
5228;Hartmut Koschyk
933;Oswin Veith - Für die Wetterau im Bundestag
2689;Wolfgang Stefinger
3022;Norbert Barthle
1288;Thomas Rachel
5029;Andreas Scheuer
5482;Hans-Peter Friedrich, CSU
3207;Bodo Löttgen
2453;Renate Künast
2831;Dorothee Bär, MdB
940;Johann Wadephul
4126;Gudrun Zollner, MdB a.D.
3081;Hansjörg Durz
1591;Dr. Saskia Ludwig
3285;Thomas Gebhart
2357;Prof.Dr.Joachim Schulze Görlitz
609;Alois Rainer
1207;Kerstin Radomski
3042;Annette Widmann-Mauz
5052;Horst Seehofer
4422;Anja Weisgerber
617;Matthias Hauer
3574;Dr. Sabine Sütterlin-Waack
1073;Artur Auernhammer
3322;Klaus Brähmig
5870;Thorsten Hoffmann
4429;Björn Thümler
4430;Karin Maag
3578;Andreas Jung
1606;Emmi Zeulner
536;Bettina Hornhues
2671;Dietrich Monstadt
5422;Andreas Lenz
2855;Sven Volmering
1899;Klaus Holetschek
5157;Monika Hohlmeier
5747;Albert Rupprecht
5333;Dr. Helge Braun
255;Reinhard Brandl
4444;Michael Frieser
1817;Franz-Josef Holzenkamp
2132;Manfred Pentz
1617;Elisabeth Winkelmeier-Becker
3597;Peter Ramsauer
5345;Daniela Ludwig
5899;Dr. Nicole Hoffmeister-Kraut
176;Dr. Michael von Abercron
1710;Sylvia Pantel
1443;Astrid Freudenstein
2598;Thomas Kreuzer
4713;Eberhard Gienger
5088;Julia Obermeier
907;Dr. Christoph Bergner
3519;Alexander Dobrindt MdB
4328;Florian Hahn
177;Sofie Carsten Nielsen
1418;Morten Helveg Petersen
391;Martin Lidegaard
3950;Svend Thorhauge
4172;Uffe Elbæk
4588;Jakob Ellemann-Jensen
215;Ida Auken
3212;Camilla Hersom
2778;André Abdon
1725;Dimple Yadav
2546;Bob Zimmer
3773;Ted Hsu
1250;Roma Britnell MP
395;Hon. Gordon Rich-Phillips MLC
3305;Joshua Morris MP
4789;Matthew Guy
1590;Edward O'Donohue MP
1397;Graham Watt MP
190;Chris Crewther MP - Federal Member for Dunkley
911;Gary Blackwood MP
4333;Robert Clark MP
5718;Craig Ondarchie MP
2942;Steven Marshall
2379;David Hodgett
2141;Nick Wakeling MP
384;Murray Thompson MP
901;Neale Burgess MP
1571;David Southwick
3768;John Pesutto MP Member for Hawthorn
1770;Heidi Victoria MP
4193;Brad Battin MP
1982;Steph Ryan for Euroa
1983;Tim Smith MP - Member for Kew
3229;David Davis MP
2035;Simon Ramsay MP
5684;Andrew Katos - Member for South Barwon
435;Bill Tilley MP
1436;Andrew Broad MP Federal Member for Mallee
878;Michael Gidley
1971;Cindy McLeish MP
3995;Margaret Fitzherbert MLC
5705;Wendy Lovell MP
3182;Christine Fyffe MP
999;Senator Jane Hume
3637;Mary Wooldridge MP in Eltham
5355;Inga Peulich MLC
4202;Donna Petrovich
2925;Mary Wooldridge MP
4883;Sarah Henderson MP
1145;Michael Sukkar MP - Member for Deakin
4228;Brian Paynter MP - Member for Bass
4589;Mark Hauptmann
1881;Christoph Bernstiel
4340;Jürgen Hardt
2355;Hubert Hüppe
4916;Tankred Schipanski
2009;Roderich Kiesewetter
276;Volkmar Vogel
180;Raila Odinga
4447;Gilberto Kassab
4454;Joaquim Passarinho
4860;Aden Duale
181;Arvind Kejriwal
4908;David Collado
3864;Virbhadra Singh
245;Bhagwant Mann
2888;Jassi Jasraj
4965;Balthasar Glättli
5489;Katrin Göring-Eckardt
5562;Hans Christian Ströbele
3509;Natalie Rickli
5214;Bastien Girod
5524;Claudia Roth
3213;Cédric Wermuth
4012;Susanne Leutenegger Oberholzer
4456;Jesse Klaver
866;עיסאוי פריג'
366;عيسوي فريج Esawi Freige עיסאווי פריג'
976;Karine Elharrar- קארין אלהרר
944;Hon Michael Woodhouse
1150;Fajardo
186;Martín Insaurralde
187;Cristina Cifuentes
3181;Jorge Fernández Díaz
4058;Martha Hilda González Calderón
1011;Fernando Martínez Maillo
4652;Pablo Casado
2950;José Antonio Nieto
188;Dominique Anglade
792;Rita Lc de Santis
1534;Stéphanie Vallée
3363;Andrea Nahles
5808;Simone Raatz
2599;Constanze Krehl, MdEP
2120;Martin Dulig
4026;Daniela Kolbe
5104;Susann Rüthrich SPD
579;Christian Porter
3009;Jason Wood
1112;Paul Fletcher
1403;Damian Drum
5730;Senator Jonathon Duniam
1450;Andrew Hastie
2880;Eric Abetz
4183;Simon Birmingham
2817;Senator Dean Smith
2726;George Christensen
1690;Senator Bridget McKenzie
3955;Michael Keenan
4721;Steve Irons
937;Ken Wyatt
4005;Alex Hawke MP
5479;Kevin Andrews
2868;Julian Leeser MP
1395;Jason Falinski
4583;Martin Dixon MP
530;Denis Napthine
